시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,거래유형
강원도 강릉시 견소동,202,202,0,송정한신,39.08,202209,30,"17,700",10,1997,경강로2539번길 8,중개거래
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,84.99,202209,2,"37,500",8,2005,경강로2539번길 22,중개거래
강원도 강릉시 견소동,289,289,0,송정해변신도브래뉴아파트,59.99,202209,25,"31,500",11,2005,경강로2539번길 22,중개거래
강원도 강릉시 교동,1982,1982,0,강릉교동롯데캐슬1단지,84.9866,202209,16,"28,000",1,2009,화부산로99번길 12,직거래
강원도 강릉시 교동,1750,1750,0,교동1주공,59.89,202209,29,"30,000",14,1999,가작로 78,중개거래
강원도 강릉시 교동,1775,1775,0,부영6,59.987,202209,2,"26,000",13,2003,정원로 53-9,중개거래
강원도 강릉시 교동,1759,1759,0,현대하이빌,122.74,202209,26,"55,000",15,1999,원대로128번길 14,직거래
강원도 강릉시 내곡동,623,623,0,내곡주공,39.3,202209,5,"9,500",3,1989,관대길16번길 6,중개거래
강원도 강릉시 내곡동,476,476,0,내곡한라,84.95,202209,26,"29,200",13,1997,강변로 114,중개거래
강원도 강릉시 내곡동,758,758,0,벽산블루밍더베스트아파트,49.967,202209,20,"18,400",19,2022,범일로579번길 29-6,직거래
강원도 강릉시 노암동,618-1,618,1,고합,32.04,202209,29,"6,900",8,1996,남부로125번길 23,중개거래
강원도 강릉시 노암동,835,835,0,노암2주공,49.22,202209,15,"10,000",5,1984,노가니남길 25,중개거래
강원도 강릉시 노암동,835,835,0,노암2주공,59.3,202209,20,"14,000",5,1984,노가니남길 25,중개거래
강원도 강릉시 노암동,835,835,0,노암2주공,59.3,202209,20,"14,000",5,1984,노가니남길 25,중개거래
강원도 강릉시 노암동,390,390,0,노암한라,59.976,202209,17,"14,500",7,1994,노암길42번길 28,중개거래
강원도 강릉시 노암동,397,397,0,서일,40.69,202209,17,"6,200",3,1988,노암길42번길 20,중개거래
강원도 강릉시 송정동,940-23,940,23,대림맨션,84.99,202209,7,"25,000",4,1991,남강초교2길 44,중개거래
강원도 강릉시 송정동,940,940,0,삼우은성,84.96,202209,9,"26,500",4,1992,남강초교1길 55,중개거래
강원도 강릉시 송정동,940,940,0,삼우은성,72.86,202209,21,"21,200",14,1992,남강초교1길 55,중개거래
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202209,3,"60,500",11,2019,경강로 2511,중개거래
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202209,19,"56,000",5,2019,경강로 2511,중개거래
강원도 강릉시 송정동,1064,1064,0,송정아이파크,84.93,202209,21,"63,500",11,2019,경강로 2511,중개거래
강원도 강릉시 송정동,1064,1064,0,송정아이파크,75.98,202209,29,"45,000",5,2019,경강로 2511,중개거래
강원도 강릉시 연곡면 영진리,336-1,336,1,근화,59.36,202209,28,"8,900",9,1997,영진2길 12-3,중개거래
강원도 강릉시 연곡면 영진리,305-2,305,2,삼우그린,30.24,202209,27,"8,000",3,1999,연주로 132,직거래
강원도 강릉시 연곡면 영진리,12,12,0,영진부영2,84.8923,202209,3,"15,000",8,2005,영진3길 43,중개거래
강원도 강릉시 연곡면 영진리,380,380,0,영진부영3,84.9157,202209,17,"30,000",11,2008,영진3길 15,중개거래
강원도 강릉시 옥천동,102,102,0,영진3,113.08,202209,21,"28,000",2,1992,옥천로23번길 11,직거래
강원도 강릉시 유천동,778,778,0,엘에이치선수촌8단지,74.88,202209,8,"46,000",20,2018,선수촌로 113,중개거래
강원도 강릉시 입암동,503-2,503,2,강동2,59.64,202209,28,"8,800",2,1991,강변로410번길 37,중개거래
강원도 강릉시 입암동,496-5,496,5,대목,39.72,202209,20,"6,000",1,1987,용지로 35,중개거래
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,202209,19,"12,800",7,1993,강변로410번길 27,중개거래
강원도 강릉시 입암동,506-9,506,9,대인3,59.685,202209,23,"8,000",13,1993,강변로410번길 27,중개거래
강원도 강릉시 입암동,550-20,550,20,삼동광업소사원,43.47,202209,5,"3,500",5,1988,월대산로 21,중개거래
강원도 강릉시 입암동,543-3,543,3,에버그린,59.85,202209,2,"15,000",1,2000,강변로440번길 30,중개거래
강원도 강릉시 입암동,May.90,90,5,은하,39.85,202209,20,"6,300",3,2001,월대산로 47,중개거래
강원도 강릉시 입암동,May.90,90,5,은하,39.85,202209,23,"6,270",3,2001,월대산로 47,직거래
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202209,12,"36,000",13,2006,성덕로 316-22,중개거래
강원도 강릉시 입암동,210,210,0,이안강릉타운,84.7,202209,19,"34,000",3,2006,성덕로 316-22,중개거래
강원도 강릉시 입암동,641,641,0,입암1주공,39.72,202209,1,"14,600",3,1986,강변로 364,중개거래
강원도 강릉시 입암동,49,49,0,입암2주공,39.3,202209,17,"11,000",5,1990,강변로 508,중개거래
강원도 강릉시 입암동,685,685,0,입암4주공,59.8,202209,24,"15,800",3,1996,성덕포남로 89,중개거래
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202209,5,"13,850",8,1996,성덕포남로 89-17,중개거래
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202209,17,"9,000",1,1996,성덕포남로 89-17,중개거래
강원도 강릉시 입암동,685,685,0,입암5주공,39.99,202209,19,"11,800",15,1996,성덕포남로 89-17,중개거래
강원도 강릉시 입암동,685,685,0,입암5주공,49.97,202209,22,"14,100",15,1996,성덕포남로 89-17,중개거래
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202209,3,"14,000",13,1998,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202209,7,"14,100",13,1998,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202209,21,"17,100",7,1998,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202209,21,"15,000",11,1998,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,709,1,입암6주공,59.99,202209,22,"20,500",13,1998,성덕포남로 39,중개거래
강원도 강릉시 입암동,709-1,709,1,입암6주공,49.62,202209,23,"14,000",13,1998,성덕포남로 39,중개거래
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202209,6,"5,800",7,1998,강변로410번길 31-5,중개거래
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202209,22,"6,800",9,1998,강변로410번길 31-5,중개거래
강원도 강릉시 입암동,506-5,506,5,태평양임대,34.722,202209,29,"7,300",9,1998,강변로410번길 31-5,중개거래
강원도 강릉시 입암동,506-5,506,5,태평양임대,39.348,202209,30,"8,400",11,1998,강변로410번길 31-5,중개거래
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,49.86,202209,1,"7,250",6,1999,보리골길 26,직거래
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202209,15,"9,000",10,1999,보리골길 26,직거래
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202209,17,"11,800",9,1999,보리골길 26,중개거래
강원도 강릉시 주문진읍 교항리,1166-1,1166,1,우신그린피아임대,59.98,202209,30,"8,900",15,1999,보리골길 26,직거래
강원도 강릉시 주문진읍 교항리,1월 29일,29,1,정우2,57.8,202209,21,"10,000",4,1993,연주로 291-6,중개거래
강원도 강릉시 주문진읍 교항리,387-6,387,6,주공,36.2,202209,22,"9,900",1,1982,신리천로 72,중개거래
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,21.305,202209,3,"10,000",9,2017,오리나루2길 25,중개거래
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202209,15,"10,000",6,2017,오리나루2길 25,중개거래
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202209,21,"9,600",2,2017,오리나루2길 25,중개거래
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,26.207,202209,24,"12,900",11,2017,오리나루2길 25,중개거래
강원도 강릉시 주문진읍 주문리,61,61,0,주문진라일플로리스4차,23.662,202209,25,"10,100",2,2017,오리나루2길 25,중개거래
강원도 강릉시 지변동,334,334,0,덕원임대,52.176,202209,14,"11,500",11,1998,죽헌길85번길 25,중개거래
강원도 강릉시 지변동,334,334,0,덕원임대,33.471,202209,21,"5,800",5,1998,죽헌길85번길 25,중개거래
강원도 강릉시 초당동,181,181,0,유화2,44.7,202209,23,"13,100",6,1994,연당길 94-6,중개거래
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202209,1,"7,600",1,1988,초당원길 21,중개거래
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202209,15,"8,500",3,1988,초당원길 21,중개거래
강원도 강릉시 초당동,135-1,135,1,이화해변아파트(B~D동),29.82,202209,29,"7,500",2,1988,초당원길 21,중개거래
강원도 강릉시 초당동,182-2,182,2,초당유화1,49.815,202209,1,"18,000",7,1993,연당길 94-3,중개거래
강원도 강릉시 초당동,182-2,182,2,초당유화1,49.815,202209,28,"17,900",4,1993,연당길 94-3,중개거래
강원도 강릉시 초당동,128,128,0,현대,84.58,202209,18,"25,000",5,1995,초당원길 26-2,중개거래
강원도 강릉시 포남동,1005-249,1005,249,강부1,55.41,202209,26,"9,500",4,1987,경강로2256번길 8,중개거래
강원도 강릉시 포남동,1150-3,1150,3,강부3,59.677,202209,13,"8,200",5,1989,남구길10번길 35,직거래
강원도 강릉시 포남동,422-3,422,3,대인4,19.99,202209,16,"5,000",12,1995,강릉대로469번길 14,중개거래
강원도 강릉시 포남동,1104-6,1104,6,대일,59.4,202209,17,"9,800",5,1985,성덕포남로213번길 4,중개거래
강원도 강릉시 포남동,1241-6,1241,6,미진맨션2,82.5,202209,16,"25,000",2,1990,강릉대로 422-12,직거래
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,202209,3,"18,700",6,1995,하평3길 37,중개거래
강원도 강릉시 포남동,1293-1,1293,1,일송,58.87,202209,16,"17,700",1,1995,하평3길 37,중개거래
강원도 강릉시 포남동,1293-1,1293,1,일송,59.135,202209,21,"18,700",6,1995,하평3길 37,중개거래
강원도 강릉시 포남동,1092,1092,0,정아아트,64.45,202209,8,"7,000",2,1991,명륜로121번길 20,직거래
강원도 강릉시 홍제동,1007,1007,0,강릉홍제힐스테이트,84.961,202209,14,"36,000",6,2007,토성로 39,중개거래
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9871,202209,17,"56,900",14,2016,선수촌로 55,중개거래
강원도 강릉시 홍제동,1037,1037,0,우미린아파트,84.9819,202209,18,"54,700",4,2016,선수촌로 55,중개거래
강원도 강릉시 홍제동,122,122,0,우산,50.445,202209,28,"11,800",4,1997,토성로 51,중개거래
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,84.9,202209,3,"38,500",7,2005,홍제로71번길 1,중개거래
강원도 강릉시 홍제동,158,158,0,홍제푸르지오,105.715,202209,5,"43,000",5,2005,홍제로71번길 1,중개거래
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202209,13,"26,450",1,2017,회산로 344,중개거래
강원도 강릉시 회산동,608,608,0,강릉서희스타힐스리버파크,59.928,202209,24,"29,500",12,2017,회산로 344,중개거래
강원도 강릉시 회산동,130,130,0,힐스테이트강릉,84.9925,202209,1,"45,400",8,2018,회산로383번길 37,중개거래
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202209,5,"7,900",10,1998,남천마루2길 6,중개거래
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202209,16,"13,000",12,1998,남천마루2길 6,중개거래
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,59.68,202209,26,"11,500",2,1998,남천마루2길 6,중개거래
강원도 고성군 간성읍 신안리,111,111,0,고성삼익레스타운,39.36,202209,30,"6,500",15,1998,남천마루2길 6,중개거래
강원도 고성군 거진읍 송포리,165,165,0,거진오션상떼빌,84.73,202209,17,"38,000",5,2006,해오름해변길 70,중개거래
강원도 고성군 토성면 봉포리,381,381,0,봉포스위트엠오션파크,80.4353,202209,29,"26,800",4,2020,광포1길 7,중개거래
강원도 고성군 토성면 천진리,476,476,0,고성천진한신더휴,84.9721,202209,23,"45,000",19,2021,천진7길 29,중개거래
강원도 고성군 토성면 청간리,217,217,0,유진클래시움,37.65,202209,28,"15,000",14,2006,아야진해변길 1,중개거래
강원도 동해시 단봉동,4월 24일,24,4,성협5차,31.5,202209,14,"2,300",5,1998,단봉길 16,직거래
강원도 동해시 동회동,442,442,0,"대동1,2차",84.5525,202209,7,"12,400",16,1995,청운1길 29,중개거래
강원도 동해시 동회동,442,442,0,"대동1,2차",59.97,202209,16,"8,000",15,1995,청운1길 29,중개거래
강원도 동해시 동회동,442,442,0,대동3차,45,202209,7,"6,500",12,1996,청운1길 29,중개거래
강원도 동해시 동회동,442,442,0,대동3차,73.4675,202209,8,"11,800",3,1996,청운1길 29,중개거래
강원도 동해시 동회동,442,442,0,대동3차,59.3575,202209,15,"7,800",15,1996,청운1길 29,중개거래
강원도 동해시 동회동,442,442,0,북삼코아루,84.98,202209,13,"19,500",1,2007,효자남길 9,중개거래
강원도 동해시 동회동,90,90,0,협성1차,59.6,202209,15,"6,500",5,1995,효자남길 10,중개거래
강원도 동해시 동회동,90,90,0,협성1차,59.6,202209,15,"5,300",1,1995,효자남길 10,직거래
강원도 동해시 묵호진동,1-83,1,83,삼본임대,40.965,202209,15,"6,400",2,1996,해맞이길 231,중개거래
강원도 동해시 발한동,219-5,219,5,동해프라자,65.28,202209,28,"7,800",6,1988,발한로 176,중개거래
강원도 동해시 발한동,516-1,516,1,삼화,50.85,202209,4,"4,200",5,1991,동호3길 47,중개거래
강원도 동해시 발한동,516-1,516,1,삼화,50.85,202209,22,"3,400",5,1991,동호3길 47,직거래
강원도 동해시 발한동,599-30,599,30,우석맨션,84.53,202209,23,"6,300",5,1992,수원지2길 18-1,중개거래
강원도 동해시 발한동,599-31,599,31,유성,39.24,202209,26,"3,500",3,1989,수원지2길 22,직거래
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,59.8993,202209,6,"20,500",5,2018,지리골길 31,중개거래
강원도 동해시 발한동,801,801,0,현대비에스앤씨현대썬앤빌동해파크힐,75.5994,202209,24,"25,000",17,2018,지리골길 31,중개거래
강원도 동해시 부곡동,Jan.73,73,1,동해,63.87,202209,16,"3,700",5,1981,가마골길 42-10,중개거래
강원도 동해시 부곡동,Jan.73,73,1,동해,57.43,202209,23,"3,500",5,1981,가마골길 42-10,중개거래
강원도 동해시 부곡동,Jan.73,73,1,동해,57.43,202209,24,"4,500",1,1981,가마골길 42-10,중개거래
강원도 동해시 부곡동,111-1,111,1,유존,35.045,202209,7,"4,000",8,1995,부곡2길 26,직거래
강원도 동해시 북평동,327,327,0,e편한세상동해,78.64,202209,4,"31,000",14,2020,단봉길 39,중개거래
강원도 동해시 북평동,327,327,0,e편한세상동해,78.86,202209,27,"30,650",12,2020,단봉길 39,중개거래
강원도 동해시 북평동,233,233,0,성협4차,84.8,202209,26,"5,250",6,1992,단봉길 6,중개거래
강원도 동해시 쇄운동,173-6,173,6,보배,54.21,202209,21,"3,750",3,1997,효자로 600-1,중개거래
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202209,19,"5,800",3,2012,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202209,20,"9,300",10,2012,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,39.08,202209,22,"6,200",8,2012,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202209,26,"9,100",2,2012,효자로 572-1,중개거래
강원도 동해시 쇄운동,1100,1100,0,아름다운아침,60,202209,27,"8,800",8,2012,효자로 572-1,중개거래
강원도 동해시 쇄운동,348,348,0,한림,49.57,202209,16,"3,900",3,1988,언당길 16,중개거래
강원도 동해시 어달동,1-83,1,83,삼본임대,40.965,202209,22,"5,800",5,1996,해맞이길 231,직거래
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,202209,1,"7,500",2,1996,초원2길 5,직거래
강원도 동해시 용정동,260-2,260,2,범주성지,59.92,202209,1,"8,600",5,1996,초원2길 5,중개거래
강원도 동해시 용정동,250-1,250,1,승우,36.68,202209,22,"3,000",1,1993,봉오동길 22,직거래
강원도 동해시 이도동,302-6,302,6,강변,49.275,202209,7,"4,900",8,1996,전천로 175-24,중개거래
강원도 동해시 이도동,302-6,302,6,강변,49.275,202209,29,"4,900",5,1996,전천로 175-24,중개거래
강원도 동해시 이도동,751,751,0,동해아이파크,59.95,202209,19,"21,500",9,2018,배골길 32-4,중개거래
강원도 동해시 이도동,751,751,0,동해아이파크,59.95,202209,19,"21,500",9,2018,배골길 32-4,중개거래
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,75.4987,202209,6,"25,500",19,2019,동해대로 4833,중개거래
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,75.4987,202209,13,"23,000",1,2019,동해대로 4833,중개거래
강원도 동해시 이도동,753,753,0,동해이도코아루더스카이,84.9464,202209,19,"29,000",6,2019,동해대로 4833,중개거래
강원도 동해시 이도동,155,155,0,이도1주공,49.62,202209,12,"6,100",2,1999,이원길 180-2,중개거래
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202209,7,"8,400",1,1999,이원길 180-2,중개거래
강원도 동해시 이도동,154,154,0,이도2주공,59.39,202209,14,"9,050",2,1999,이원길 180-2,중개거래
강원도 동해시 이로동,433-31,433,31,동해규수방,41.94,202209,19,"3,200",2,2007,월평로 49,직거래
강원도 동해시 이로동,433-31,433,31,동해규수방,45.94,202209,25,"2,500",4,2007,월평로 49,직거래
강원도 동해시 천곡동,1077-2,1077,2,동아,77.58,202209,24,"11,800",11,1992,천곡로 56-3,중개거래
강원도 동해시 천곡동,Feb.91,91,2,롯데,59.88,202209,24,"11,800",3,1996,감추7길 22-11,중개거래
강원도 동해시 천곡동,965-1,965,1,범주성지(가나),59.95,202209,30,"5,300",6,1994,감추1길 8,중개거래
강원도 동해시 천곡동,1077,1077,0,삼성,84.99,202209,7,"14,800",7,1991,대학로 31,중개거래
강원도 동해시 천곡동,942,942,0,쌍용,83.7,202209,19,"21,000",14,2000,동굴로 149,중개거래
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202209,1,"9,000",7,1996,천곡1길 3,중개거래
강원도 동해시 천곡동,802-1,802,1,유공타워,59.256,202209,20,"9,000",6,1996,천곡1길 3,중개거래
강원도 동해시 천곡동,1111,1111,0,천곡금호어울림라포레,64.7915,202209,5,"23,900",10,2020,항골길 65,중개거래
강원도 동해시 천곡동,1080,1080,0,천곡주공1차,44.78,202209,8,"9,800",3,1983,천곡로 20,중개거래
강원도 동해시 천곡동,1060-1,1060,1,천곡주공2차,59.3,202209,13,"10,800",1,1984,한섬로 87,중개거래
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202209,2,"8,400",1,1989,샘실1길 5,중개거래
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202209,6,"7,250",1,1989,샘실1길 5,중개거래
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202209,15,"7,100",5,1989,샘실1길 5,중개거래
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202209,19,"7,000",5,1989,샘실1길 5,중개거래
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.6,202209,21,"7,000",4,1989,샘실1길 5,중개거래
강원도 동해시 천곡동,415,415,0,천곡주공4차,39.99,202209,29,"6,800",4,1989,샘실1길 5,중개거래
강원도 동해시 천곡동,794,794,0,한양2차,49.81,202209,6,"8,200",11,1991,천곡로 15,중개거래
강원도 동해시 천곡동,794,794,0,한양2차,49.81,202209,20,"8,050",1,1991,천곡로 15,중개거래
강원도 동해시 천곡동,794,794,0,한양2차,49.81,202209,30,"5,300",1,1991,천곡로 15,중개거래
강원도 동해시 천곡동,794,794,0,한양3차,49.81,202209,4,"8,000",14,1992,천곡로 15,중개거래
강원도 동해시 천곡동,794,794,0,한양3차,49.81,202209,9,"8,100",5,1992,천곡로 15,중개거래
강원도 동해시 천곡동,794,794,0,한양3차,49.81,202209,21,"6,000",2,1992,천곡로 15,직거래
강원도 동해시 천곡동,794,794,0,한양3차,49.81,202209,27,"8,750",12,1992,천곡로 15,중개거래
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,202209,7,"15,500",15,1992,한섬로 8,중개거래
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,202209,8,"11,400",12,1992,한섬로 8,중개거래
강원도 동해시 천곡동,380-2,380,2,현대1차,84.945,202209,21,"13,200",1,1992,한섬로 8,중개거래
강원도 동해시 천곡동,380-2,380,2,현대1차,71.355,202209,23,"11,300",6,1992,한섬로 8,중개거래
강원도 동해시 평릉동,449,449,0,동해하나리움,59.4026,202209,21,"17,800",12,2010,평원로 115,중개거래
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202209,29,"16,900",5,2010,평원로 115,중개거래
강원도 동해시 평릉동,449,449,0,동해하나리움,59.9844,202209,30,"17,000",4,2010,평원로 115,중개거래
강원도 동해시 평릉동,450,450,0,엘리시아,84.9162,202209,20,"28,700",12,2010,평원로 107,중개거래
강원도 동해시 평릉동,293,293,0,푸르지오,69.762,202209,6,"18,300",9,2006,평릉1길 39,중개거래
강원도 동해시 평릉동,293,293,0,푸르지오,69.762,202209,23,"20,000",7,2006,평릉1길 39,중개거래
강원도 동해시 효가동,480,480,0,동아더프라임1단지,84.9151,202209,21,"19,900",4,2013,양지길 20-2,중개거래
강원도 동해시 효가동,248,248,0,명보2차,59.64,202209,16,"5,800",2,1994,효가로 10-2,중개거래
강원도 동해시 효가동,362-34,362,34,유존양지,52.41,202209,5,"3,000",5,1992,양지1길 21,중개거래
강원도 삼척시 갈천동,184-7,184,7,유존양지,59.97,202209,29,"6,300",1,1992,새천년도로 604,중개거래
강원도 삼척시 갈천동,227,227,0,트루엘시그니처,59.5743,202209,30,"16,700",6,2021,동해대로 4360,직거래
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,59.8769,202209,21,"19,700",34,2018,하실길 72,중개거래
강원도 삼척시 교동,793,793,0,e편한세상삼척교동,59.8769,202209,21,"18,000",29,2018,하실길 72,중개거래
강원도 삼척시 교동,130-2,130,2,강부2,49.815,202209,1,"6,900",13,1993,동해대로 4122-27,중개거래
강원도 삼척시 교동,130-2,130,2,강부2,49.815,202209,26,"7,700",12,1993,동해대로 4122-27,직거래
강원도 삼척시 교동,788,788,0,교동지웰,59.8194,202209,19,"17,000",5,2018,동해대로 4183,직거래
강원도 삼척시 교동,757,757,0,교동청솔2차,59.85,202209,14,"8,300",3,2003,정상로 81,중개거래
강원도 삼척시 교동,733-1,733,1,교동코아루,60,202209,1,"9,000",4,2005,교동로 133,중개거래
강원도 삼척시 교동,733-1,733,1,교동코아루,84.929,202209,15,"19,500",3,2005,교동로 133,중개거래
강원도 삼척시 교동,745-1,745,1,신동아,59.895,202209,26,"11,600",3,1998,정상로 90,중개거래
강원도 삼척시 교동,745-1,745,1,신동아,59.895,202209,30,"11,058",11,1998,정상로 90,직거래
강원도 삼척시 남양동,346-3,346,3,선경빌라1차,73.62,202209,28,"6,700",5,1990,봉황로 31,중개거래
강원도 삼척시 도계읍 도계리,424,424,0,대한뷰티,59.96,202209,26,"5,500",2,2003,도계대한길 72,직거래
강원도 삼척시 도계읍 도계리,325-1,325,1,한림,47.25,202209,7,"2,350",4,1989,도계대한길 93,중개거래
강원도 삼척시 도계읍 도계리,325-1,325,1,한림,37.62,202209,22,"2,500",2,1989,도계대한길 93,직거래
강원도 삼척시 원당동,173,173,0,삼척원당장기임대,47.31,202209,16,"4,500",1,1992,원당로2길 20,직거래
강원도 삼척시 원당동,117,117,0,한양,84.54,202209,22,"12,000",11,1991,오십천로 295-7,직거래
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202209,7,"7,300",12,1998,청석로 78,중개거래
강원도 삼척시 정상동,457-3,457,3,석미,56.97,202209,15,"7,800",14,1998,청석로 78,직거래
강원도 삼척시 정상동,316-3,316,3,유성,48.03,202209,13,"5,500",4,1999,동해대로 4044-13,중개거래
강원도 삼척시 정상동,454,454,0,정상주공,32.43,202209,20,"3,500",3,1988,척주로 128,직거래
강원도 삼척시 정상동,454,454,0,정상주공,32.43,202209,20,"2,600",5,1988,척주로 128,직거래
강원도 삼척시 정상동,457-1,457,1,청솔1차,59.85,202209,15,"8,500",5,2002,청석로 64,직거래
