시군구,번지,본번,부번,단지명,전용면적,계약년월,계약일,거래금액,층,건축년도,도로명,거래유형
강원도 춘천시 석사동,283-15,283,15,삼익1,84.73,202209,26,"13,000",15,1990,춘천순환로 42,중개거래
강원도 춘천시 석사동,114-5,114,5,삼익2,73.34,202209,16,"14,600",13,1991,공지로 69-9,중개거래
강원도 춘천시 석사동,114-5,114,5,삼익2,73.34,202209,17,"14,400",7,1991,공지로 69-9,중개거래
강원도 춘천시 석사동,114-5,114,5,삼익2,84.36,202209,20,"18,000",6,1991,공지로 69-9,중개거래
강원도 춘천시 석사동,114-5,114,5,삼익2,84.36,202209,26,"15,500",1,1991,공지로 69-9,중개거래
강원도 춘천시 석사동,115-10,115,10,석사극동,84.96,202209,16,"16,800",10,1992,공지로 43,중개거래
강원도 춘천시 석사동,694-1,694,1,석사근로복지,47.32,202209,23,"13,000",2,1991,효석로67번길 23,중개거래
강원도 춘천시 석사동,721-2,721,2,석사대우,134.34,202209,29,"35,000",11,1998,우석로101번길 86,중개거래
강원도 춘천시 석사동,727-2,727,2,석사부영,59.76,202209,1,"12,000",5,1998,우석로101번길 83,직거래
강원도 춘천시 석사동,727-2,727,2,석사부영,59.76,202209,20,"14,600",2,1998,우석로101번길 83,중개거래
강원도 춘천시 석사동,727-2,727,2,석사부영,59.76,202209,29,"13,500",7,1998,우석로101번길 83,중개거래
강원도 춘천시 석사동,971,971,0,신도브래뉴,84.9618,202209,21,"30,500",8,2007,공지로 69-10,중개거래
강원도 춘천시 석사동,971,971,0,신도브래뉴,84.9618,202209,29,"34,700",6,2007,공지로 69-10,중개거래
강원도 춘천시 석사동,727-6,727,6,청구,59.965,202209,1,"15,500",4,1997,서부대성로 332,중개거래
강원도 춘천시 석사동,727-6,727,6,청구,59.965,202209,3,"15,800",16,1997,서부대성로 332,중개거래
강원도 춘천시 석사동,727-6,727,6,청구,59.4,202209,8,"18,000",1,1997,서부대성로 332,중개거래
강원도 춘천시 석사동,727-6,727,6,청구,59.965,202209,14,"15,300",2,1997,서부대성로 332,중개거래
강원도 춘천시 석사동,820,820,0,퇴계3주공,84.79,202209,26,"23,500",10,1999,퇴계로 220-19,직거래
강원도 춘천시 석사동,822,822,0,퇴계주공4,59.99,202209,20,"17,500",11,1998,퇴계로 242,중개거래
강원도 춘천시 석사동,813,813,0,현대,134.99,202209,17,"30,000",2,1998,퇴계로 220-20,중개거래
강원도 춘천시 석사동,813,813,0,현대,99.931,202209,28,"26,900",11,1998,퇴계로 220-20,중개거래
강원도 춘천시 석사동,873,873,0,현진에버빌2차,84.96,202209,5,"35,000",10,2005,지석로 67,중개거래
강원도 춘천시 석사동,866,866,0,휴먼타운,84.89,202209,8,"24,100",2,2002,지석로 29,중개거래
강원도 춘천시 석사동,866,866,0,휴먼타운,84.89,202209,17,"27,000",13,2002,지석로 29,중개거래
강원도 춘천시 석사동,866,866,0,휴먼타운,84.89,202209,23,"26,600",10,2002,지석로 29,중개거래
강원도 춘천시 소양로2가,183,183,0,e편한세상춘천,84.966,202209,14,"38,500",15,2014,서부대성로 33,중개거래
강원도 춘천시 소양로2가,1,1,0,소양로현대,84.95,202209,6,"19,000",14,1998,모수물길 60,중개거래
강원도 춘천시 소양로2가,1,1,0,소양로현대,114.83,202209,19,"24,500",8,1998,모수물길 60,중개거래
강원도 춘천시 소양로2가,1,1,0,소양로현대,84.95,202209,19,"19,100",6,1998,모수물길 60,중개거래
강원도 춘천시 소양로2가,1,1,0,소양로현대,84.95,202209,22,"16,200",2,1998,모수물길 60,중개거래
강원도 춘천시 신북읍 천전리,1352,1352,0,소양강양우내안애,60.6314,202209,1,"13,000",13,2012,신샘밭로 733,중개거래
강원도 춘천시 신북읍 천전리,1352,1352,0,소양강양우내안애,38.1055,202209,5,"7,900",7,2012,신샘밭로 733,중개거래
강원도 춘천시 신북읍 천전리,1352,1352,0,소양강양우내안애,38.1055,202209,18,"8,000",10,2012,신샘밭로 733,중개거래
강원도 춘천시 신북읍 천전리,1351,1351,0,춘천해강,37.35,202209,19,"6,100",14,1997,상천2길 52,중개거래
강원도 춘천시 온의동,571,571,0,금호3,84.97,202209,29,"19,000",15,1994,영서로 2319,중개거래
강원도 춘천시 온의동,590,590,0,온의롯데캐슬스카이클래스,99.629,202209,5,"54,000",15,2015,방송길 70,중개거래
강원도 춘천시 온의동,590,590,0,온의롯데캐슬스카이클래스,84.796,202209,19,"55,000",3,2015,방송길 70,직거래
강원도 춘천시 온의동,591,591,0,춘천센트럴파크푸르지오,84.8878,202209,1,"55,000",21,2021,스포츠타운길 501,중개거래
강원도 춘천시 요선동,200,200,0,춘천요선동한신휴플러스아파트,84.6937,202209,21,"24,000",2,2007,서부대성로 34,중개거래
강원도 춘천시 요선동,200,200,0,춘천요선동한신휴플러스아파트,84.6937,202209,27,"29,000",9,2007,서부대성로 34,중개거래
강원도 춘천시 우두동,1068-1,1068,1,동부,84.961,202209,2,"18,400",1,1994,충열로 32,중개거래
강원도 춘천시 우두동,1080,1080,0,롯데인벤스,84.93,202209,6,"25,000",11,2006,충열로 29,중개거래
강원도 춘천시 우두동,1080,1080,0,롯데인벤스,73.8,202209,23,"23,500",15,2006,충열로 29,직거래
강원도 춘천시 우두동,1080,1080,0,롯데인벤스,84.93,202209,23,"25,000",3,2006,충열로 29,중개거래
강원도 춘천시 우두동,1068,1068,0,삼성,101.91,202209,5,"18,300",2,1994,충열로 30,중개거래
강원도 춘천시 우두동,1068,1068,0,삼성,101.91,202209,24,"21,400",10,1994,충열로 30,중개거래
강원도 춘천시 우두동,1068,1068,0,삼성,101.91,202209,24,"21,400",10,1994,충열로 30,중개거래
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.71,202209,2,"32,700",20,2020,우두1길 129,중개거래
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.71,202209,4,"33,800",22,2020,우두1길 129,중개거래
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,74.62,202209,4,"31,600",16,2020,우두1길 129,중개거래
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.71,202209,17,"32,000",15,2020,우두1길 129,중개거래
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.71,202209,17,"34,000",10,2020,우두1길 129,중개거래
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.71,202209,21,"32,500",13,2020,우두1길 129,중개거래
강원도 춘천시 우두동,1085,1085,0,춘천파크에뷰,84.83,202209,29,"36,500",21,2020,우두1길 129,중개거래
강원도 춘천시 조양동,34,34,0,미도파,84.84,202209,13,"21,000",10,1996,금강로 68-9,직거래
강원도 춘천시 죽림동,188,188,0,경남아너스빌,65.73,202209,14,"13,500",12,2002,약사고개길 19,중개거래
강원도 춘천시 칠전동,529-1,529,1,대우,59.89,202209,16,"13,800",15,1999,옛경춘로 492,중개거래
강원도 춘천시 칠전동,529-1,529,1,대우,59.88,202209,30,"13,500",14,1999,옛경춘로 492,직거래
강원도 춘천시 칠전동,529-2,529,2,춘천칠전사랑으로부영,59.9381,202209,17,"16,900",10,2012,칠전서길 45,중개거래
강원도 춘천시 칠전동,585-1,585,1,칠전2차대우,84.9508,202209,10,"20,000",6,2002,칠전서길 15-2,중개거래
강원도 춘천시 칠전동,585-1,585,1,칠전2차대우,71.7847,202209,21,"16,700",14,2002,칠전서길 15-2,중개거래
강원도 춘천시 퇴계동,945,945,0,금호2차,116.94,202209,1,"20,000",6,1993,안마산로 214,직거래
강원도 춘천시 퇴계동,1031,1031,0,뜨란채,84.94,202209,29,"28,000",8,2006,승지골길16번길 47,중개거래
강원도 춘천시 퇴계동,1040,1040,0,쌍용스윗닷홈,84.879,202209,21,"36,250",10,2005,춘주로 176-22,중개거래
강원도 춘천시 퇴계동,1240,1240,0,이편한세상춘천한숲시티,59.8597,202209,24,"37,500",10,2019,안마산로 133,중개거래
강원도 춘천시 퇴계동,1139,1139,0,일성2,84.92,202209,14,"19,600",1,1996,우묵길78번길 25,중개거래
강원도 춘천시 퇴계동,1043,1043,0,중앙하이츠빌1단지,84.8905,202209,4,"31,300",11,2006,영서로2141번길 33,중개거래
강원도 춘천시 퇴계동,1133,1133,0,중앙하이츠빌3단지,84.9859,202209,5,"31,000",3,2008,지석로 10,중개거래
강원도 춘천시 퇴계동,983,983,0,퇴계2주공,59.99,202209,15,"17,200",14,1999,퇴계로 168,중개거래
강원도 춘천시 퇴계동,983,983,0,퇴계2주공,49.62,202209,21,"15,350",8,1999,퇴계로 168,직거래
강원도 춘천시 퇴계동,983,983,0,퇴계2주공,59.99,202209,27,"18,200",17,1999,퇴계로 168,중개거래
강원도 춘천시 퇴계동,430,430,0,퇴계우성,101.91,202209,24,"25,500",16,1999,국사봉길 7,중개거래
강원도 춘천시 퇴계동,1052,1052,0,퇴계이안,84.9877,202209,2,"29,000",2,2007,영서로 2169,직거래
강원도 춘천시 퇴계동,1052,1052,0,퇴계이안,84.9877,202209,5,"33,300",16,2007,영서로 2169,중개거래
강원도 춘천시 퇴계동,1052,1052,0,퇴계이안,84.9877,202209,19,"33,000",18,2007,영서로 2169,직거래
강원도 춘천시 퇴계동,1015,1015,0,퇴계주공6차,59.83,202209,1,"21,700",14,2002,지석로 64,중개거래
강원도 춘천시 퇴계동,944,944,0,한주,59.82,202209,6,"16,600",9,1993,안마산로 217,중개거래
강원도 춘천시 퇴계동,944,944,0,한주,59.82,202209,6,"16,300",10,1993,안마산로 217,중개거래
강원도 춘천시 퇴계동,944,944,0,한주,134.43,202209,28,"20,500",12,1993,안마산로 217,중개거래
강원도 춘천시 퇴계동,916-2,916,2,현대,59.94,202209,26,"15,950",12,1994,춘주로 162,중개거래
강원도 춘천시 퇴계동,916,916,0,현대2,43.2,202209,3,"11,900",8,1994,행촌로 14,중개거래
강원도 춘천시 퇴계동,916,916,0,현대2,43.2,202209,24,"12,300",5,1994,행촌로 14,중개거래
강원도 춘천시 퇴계동,916-1,916,1,현진,59.949,202209,1,"15,200",12,1994,춘주로 150,중개거래
강원도 춘천시 퇴계동,916-1,916,1,현진,59.949,202209,3,"14,300",11,1994,춘주로 150,중개거래
강원도 춘천시 효자동,701,701,0,내안愛양우,84.984,202209,17,"24,900",13,2005,공지로317번길 11,중개거래
강원도 춘천시 효자동,821,821,0,동보,28.38,202209,3,"5,350",2,1999,공지로200번길 13,중개거래
강원도 춘천시 효자동,821,821,0,동보,37.2,202209,19,"6,900",2,1999,공지로200번길 13,중개거래
강원도 춘천시 효자동,822,822,0,현진에버빌3차,84.954,202209,1,"40,000",13,2014,춘천로 120,직거래
강원도 춘천시 효자동,822,822,0,현진에버빌3차,84.954,202209,16,"35,700",11,2014,춘천로 120,중개거래
강원도 춘천시 효자동,822,822,0,현진에버빌3차,84.954,202209,24,"36,700",18,2014,춘천로 120,중개거래
강원도 춘천시 후평동,575-4,575,4,동산,82.77,202209,26,"13,500",8,1990,후석로441번길 7,중개거래
강원도 춘천시 후평동,542-3,542,3,봉의,41.571,202209,22,"7,800",1,1975,후석로441번길 40,중개거래
강원도 춘천시 후평동,899,899,0,석사2,58.14,202209,15,"10,000",15,1994,후석로228번길 24,중개거래
강원도 춘천시 후평동,899,899,0,석사2,58.14,202209,17,"12,500",4,1994,후석로228번길 24,중개거래
강원도 춘천시 후평동,899,899,0,석사2,58.14,202209,17,"13,900",12,1994,후석로228번길 24,중개거래
강원도 춘천시 후평동,899,899,0,석사2,51.66,202209,30,"11,000",7,1994,후석로228번길 24,중개거래
강원도 춘천시 후평동,845-1,845,1,세경3차아파트,49.68,202209,7,"8,500",13,1991,삭주로 125,중개거래
강원도 춘천시 후평동,845-1,845,1,세경3차아파트,49.68,202209,15,"7,500",9,1991,삭주로 125,중개거래
강원도 춘천시 후평동,845-1,845,1,세경3차아파트,49.68,202209,24,"7,700",7,1991,삭주로 125,중개거래
강원도 춘천시 후평동,845-1,845,1,세경3차아파트,49.68,202209,26,"6,700",4,1991,삭주로 125,중개거래
강원도 춘천시 후평동,885-1,885,1,세경4차,52.92,202209,5,"9,500",4,1994,세실로 173,중개거래
강원도 춘천시 후평동,808-1,808,1,주공4,59.3,202209,2,"17,400",1,1985,후만로98번길 9,중개거래
강원도 춘천시 후평동,808-1,808,1,주공4,59.3,202209,3,"15,700",5,1985,후만로98번길 9,중개거래
강원도 춘천시 후평동,808-1,808,1,주공4,49.22,202209,6,"16,400",3,1985,후만로98번길 9,중개거래
강원도 춘천시 후평동,808-1,808,1,주공4,59.3,202209,15,"16,000",5,1985,후만로98번길 9,중개거래
강원도 춘천시 후평동,808-1,808,1,주공4,49.22,202209,19,"14,000",2,1985,후만로98번길 9,중개거래
강원도 춘천시 후평동,481,481,0,주공5,39.69,202209,23,"13,500",2,1989,후만로 15,중개거래
강원도 춘천시 후평동,477,477,0,주공7,39.3,202209,6,"12,500",2,1989,후만로 56,중개거래
강원도 춘천시 후평동,477,477,0,주공7,39.3,202209,16,"10,500",5,1989,후만로 53,중개거래
강원도 춘천시 후평동,477,477,0,주공7,39.69,202209,22,"11,000",4,1989,후만로 56,직거래
강원도 춘천시 후평동,908,908,0,초록지붕8차,84.8803,202209,19,"18,900",5,2010,세실로 260,중개거래
강원도 춘천시 후평동,904,904,0,춘천더샵,84.9716,202209,7,"32,800",10,2008,후석로 325,중개거래
강원도 춘천시 후평동,904,904,0,춘천더샵,84.9716,202209,19,"32,000",18,2008,후석로 325,중개거래
강원도 춘천시 후평동,910,910,0,춘천일성트루엘더퍼스트,84.989,202209,1,"38,000",3,2018,백령로 215,중개거래
강원도 춘천시 후평동,910,910,0,춘천일성트루엘더퍼스트,68.989,202209,28,"31,500",14,2018,백령로 215,중개거래
강원도 춘천시 후평동,912,912,0,춘천후평우미린뉴시티,68.618,202209,6,"34,500",21,2021,보안길 36,중개거래
강원도 춘천시 후평동,912,912,0,춘천후평우미린뉴시티,59.888,202209,17,"33,000",13,2021,보안길 36,중개거래
강원도 춘천시 후평동,912,912,0,춘천후평우미린뉴시티,77.752,202209,23,"40,000",16,2021,보안길 36,중개거래
강원도 춘천시 후평동,864,864,0,한신,73.02,202209,14,"10,900",13,1991,부평길 7,중개거래
강원도 춘천시 후평동,87,87,0,현대3,84.98,202209,19,"17,700",11,1990,후석로326번길 31,중개거래
강원도 춘천시 후평동,902,902,0,후평현대5차,59.89,202209,3,"13,300",3,1996,후만로24번길 13,중개거래
강원도 태백시 동점동,74,74,0,동점,39.72,202209,13,"1,600",4,1986,동태백로 130,직거래
강원도 태백시 동점동,74,74,0,동점,39.72,202209,16,"1,800",4,1986,동태백로 130,중개거래
강원도 태백시 장성동,291,291,0,태백장성동아라이크텐,83.7425,202209,14,"17,200",7,2019,장성1길 117,중개거래
강원도 태백시 장성동,291,291,0,태백장성동아라이크텐,83.7425,202209,16,"13,300",1,2019,장성1길 117,직거래
강원도 태백시 철암동,435-169,435,169,철암장미,58.137,202209,26,"3,000",5,2000,삼방길 35,직거래
강원도 태백시 철암동,435-169,435,169,철암장미,58.137,202209,30,"4,000",4,2000,삼방길 35,직거래
강원도 태백시 화전동,117,117,0,육성2차임대,49.89,202209,19,"4,300",1,1997,굴거랑길 10,직거래
강원도 태백시 화전동,117,117,0,육성2차임대,49.89,202209,22,"5,000",1,1997,굴거랑길 10,직거래
강원도 태백시 화전동,Jan.48,48,1,태백팔마,59.554,202209,15,"9,250",14,2001,수아밭길 182,직거래
강원도 태백시 황지동,244-11,244,11,공무원,45.51,202209,21,"4,250",5,1989,태붐로 9,직거래
강원도 태백시 황지동,207-1,207,1,근로복지,47.28,202209,6,"5,000",5,1991,번영로 171,중개거래
강원도 태백시 황지동,Mar.74,74,3,남청,59.54,202209,26,"8,000",10,1997,황지남1길 17,중개거래
강원도 태백시 황지동,846,846,0,대산2차하이츠빌,84.891,202209,26,"22,200",9,2014,번영로 289,중개거래
강원도 태백시 황지동,49-87,49,87,대윤,38.88,202209,8,"5,300",1,1988,고원로 167,직거래
강원도 태백시 황지동,621-277,621,277,선명5차,59.5139,202209,26,"8,700",9,2001,장수길 47,직거래
강원도 태백시 황지동,229-16,229,16,주공,45.73,202209,5,"4,800",5,1983,감천로 7,직거래
강원도 태백시 황지동,Aug.87,87,8,주공2,39.72,202209,26,"3,000",5,1985,황지로 29,직거래
강원도 태백시 황지동,Aug.87,87,8,주공2,39.72,202209,27,"4,500",1,1985,황지로 29,직거래
강원도 태백시 황지동,844,844,0,중앙하이츠,59.877,202209,15,"14,000",6,2011,대학길 80,중개거래
강원도 태백시 황지동,844,844,0,중앙하이츠,70.48,202209,19,"17,400",1,2011,대학길 80,직거래
강원도 태백시 황지동,844,844,0,중앙하이츠,59.877,202209,27,"14,000",6,2011,대학길 80,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,3,"5,000",8,2001,청솔길 8,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,5,"4,800",4,2001,청솔길 8,직거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,12,"5,100",10,2001,청솔길 8,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,13,"4,700",4,2001,청솔길 8,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,13,"5,000",11,2001,청솔길 35,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,13,"5,100",14,2001,청솔길 8,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,15,"4,600",7,2001,청솔길 35,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,17,"4,400",14,2001,청솔길 8,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,17,"5,100",13,2001,청솔길 8,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,20,"4,800",2,2001,청솔길 35,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,21,"5,100",5,2001,청솔길 8,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,26,"4,750",2,2001,청솔길 8,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,28,"4,300",8,2001,청솔길 35,중개거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,30,"4,700",13,2001,청솔길 8,직거래
강원도 태백시 황지동,662,662,0,태백황지청솔,38.365,202209,30,"4,700",7,2001,청솔길 8,직거래
강원도 평창군 대관령면 수하리,500,500,0,동계올림픽선수촌아파트,74.907,202209,5,"34,000",2,2018,올림픽로 389,중개거래
강원도 평창군 대관령면 차항리,6월 2일,6,2,유덕휴먼빌리지,59.7625,202209,23,"5,500",9,2001,차항길 114-4,중개거래
강원도 평창군 대관령면 차항리,6월 2일,6,2,유덕휴먼빌리지,59.7625,202209,28,"6,700",6,2001,차항길 114-4,직거래
강원도 평창군 대관령면 횡계리,366-8,366,8,강산횡계,59.4,202209,20,"8,700",6,1994,대관령로 46-4,중개거래
강원도 평창군 대관령면 횡계리,264-9,264,9,동보,26.795,202209,2,"2,700",5,1998,대관령마루길 50-24,직거래
강원도 평창군 대관령면 횡계리,264-9,264,9,동보,48.635,202209,7,"5,400",1,1998,대관령마루길 50-24,중개거래
강원도 평창군 대관령면 횡계리,283,283,0,알펜로제,84.9803,202209,3,"21,200",2,2007,대관령로 187,중개거래
강원도 평창군 대관령면 횡계리,283,283,0,알펜로제,54.8571,202209,26,"16,300",5,2007,대관령로 187,중개거래
강원도 평창군 대관령면 횡계리,283,283,0,알펜로제,59.9626,202209,29,"18,000",8,2007,대관령로 187,중개거래
강원도 평창군 대관령면 횡계리,304-6,304,6,힐탑,45.33,202209,14,"5,600",1,1994,종지목길 7,중개거래
강원도 평창군 대관령면 횡계리,304-6,304,6,힐탑,55.77,202209,19,"6,300",14,1994,종지목길 7,중개거래
강원도 평창군 대관령면 횡계리,304-6,304,6,힐탑,55.77,202209,19,"5,700",1,1994,종지목길 7,중개거래
강원도 평창군 봉평면 무이리,691-45,691,45,장웅파인힐,35.51,202209,3,"7,400",3,2004,태기로 101-33,중개거래
강원도 평창군 봉평면 무이리,691-45,691,45,장웅파인힐,35.51,202209,23,"6,800",2,2004,태기로 101-33,직거래
강원도 평창군 봉평면 무이리,691-45,691,45,장웅파인힐,47.19,202209,27,"8,000",3,2004,태기로 101-33,중개거래
강원도 평창군 봉평면 무이리,709,709,0,해피밸리,36.5545,202209,30,"8,400",11,2003,태기로 151,중개거래
강원도 평창군 진부면 송정리,2537,2537,0,석미,54.72,202209,1,"8,100",5,1995,송정택지1길 35,중개거래
강원도 평창군 진부면 송정리,2537,2537,0,석미,59.22,202209,26,"7,000",12,1995,송정택지1길 35,직거래
강원도 평창군 진부면 송정리,2538,2538,0,성원,38.365,202209,3,"5,500",6,1998,송정택지1길 37,중개거래
강원도 평창군 진부면 송정리,2538,2538,0,성원,38.365,202209,5,"5,100",2,1998,송정택지1길 37,직거래
강원도 평창군 진부면 송정리,2538,2538,0,성원,38.365,202209,15,"5,800",12,1998,송정택지1길 37,직거래
강원도 평창군 진부면 하진부리,153-11,153,11,두레프라임,84.987,202209,22,"29,800",11,2018,석두로 21,직거래
강원도 평창군 평창읍 중리,80,80,0,백오,49.92,202209,7,"6,700",1,1992,노람들길 18,직거래
강원도 평창군 평창읍 중리,246,246,0,이강아리채,84.3,202209,5,"30,680",8,2022,노람들길 66,직거래
강원도 홍천군 홍천읍 갈마곡리,222,222,0,주공2차,51.57,202209,3,"15,400",5,2004,갈마로 26,중개거래
강원도 홍천군 홍천읍 연봉리,153-5,153,5,베네치아아파트,71.64,202209,24,"20,000",2,2014,연봉로6길 7,중개거래
강원도 홍천군 홍천읍 연봉리,454,454,0,삼호,40.08,202209,28,"5,500",6,1989,남산강변로5길 3,직거래
강원도 홍천군 홍천읍 연봉리,496,496,0,세영더-조은,59.9781,202209,17,"18,800",7,2007,남산마을길 13,중개거래
강원도 홍천군 홍천읍 연봉리,496,496,0,세영더-조은,59.9781,202209,19,"17,000",2,2007,남산마을길 13,중개거래
강원도 홍천군 홍천읍 연봉리,496,496,0,세영더-조은,59.9781,202209,24,"19,000",6,2007,남산마을길 13,중개거래
강원도 홍천군 홍천읍 연봉리,468-1,468,1,청솔,59.81,202209,7,"11,900",1,2000,연봉서로 46,중개거래
강원도 홍천군 홍천읍 연봉리,468-1,468,1,청솔,59.81,202209,9,"12,800",12,2000,연봉서로 46,중개거래
강원도 홍천군 홍천읍 연봉리,468-1,468,1,청솔,59.81,202209,16,"10,000",10,2000,연봉서로 46,직거래
강원도 홍천군 홍천읍 연봉리,468-1,468,1,청솔,59.81,202209,24,"12,500",6,2000,연봉서로 46,중개거래
강원도 홍천군 홍천읍 연봉리,468,468,0,현대,84.398,202209,7,"24,800",5,1996,연봉중앙로 18,중개거래
강원도 홍천군 홍천읍 연봉리,468,468,0,현대,59.445,202209,8,"18,000",6,1996,연봉중앙로 18,중개거래
강원도 홍천군 홍천읍 하오안리,155,155,0,삼호2차,48.202,202209,1,"7,000",1,2000,구시울1길 25,직거래
강원도 홍천군 홍천읍 하오안리,133-1,133,1,월드공영,39.974,202209,26,"3,900",1,1999,오안여내길 16,중개거래
강원도 홍천군 홍천읍 하오안리,133-1,133,1,월드공영,39.974,202209,28,"4,000",3,1999,오안여내길 16,직거래
강원도 홍천군 홍천읍 희망리,424,424,0,신아1차,39.99,202209,8,"6,000",2,1998,마지기로 110,중개거래
강원도 홍천군 홍천읍 희망리,424,424,0,신아1차,39.99,202209,21,"3,500",1,1998,마지기로 110,직거래
강원도 홍천군 홍천읍 희망리,369,369,0,안정스위트타워,71.878,202209,30,"23,800",17,2012,홍천로 321,중개거래
강원도 화천군 화천읍 상리,Feb.46,46,2,동산,47.13,202209,30,"7,400",4,1988,상승로 105,직거래
강원도 화천군 화천읍 아리,205-7,205,7,낙원,84.74,202209,20,"22,000",4,1992,중앙로9길 32-22,직거래
강원도 횡성군 둔내면 둔방내리,Jan.84,84,1,남서울,84.84,202209,27,"6,500",5,1993,경강로둔방10길 33-6,중개거래
강원도 횡성군 횡성읍 교항리,67,67,0,횡성코아루센트럴퍼스트,59.94,202209,8,"22,000",11,2018,앞들서1로 62,중개거래
강원도 횡성군 횡성읍 북천리,115-48,115,48,중앙,47.01,202209,16,"5,100",1,1988,북천로 8,직거래
강원도 횡성군 횡성읍 북천리,115-87,115,87,태우,74.47,202209,20,"8,750",2,1992,북천서로15번길 27,직거래
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,81.75,202209,2,"20,000",13,2013,어사매로 68,직거래
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,202209,5,"18,000",1,2013,어사매로 68,직거래
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,74.9,202209,14,"18,600",9,2013,어사매로 68,직거래
강원도 횡성군 횡성읍 읍상리,607,607,0,횡성석미모닝파크,84.62,202209,24,"20,500",11,2013,어사매로 68,직거래
강원도 횡성군 횡성읍 읍하리,518,518,0,대동황토방,84.93,202209,24,"14,000",15,1998,삼일로 50,중개거래
강원도 횡성군 횡성읍 읍하리,380,380,0,원흥(101동),49.895,202209,15,"6,300",4,1992,섬강로 6,중개거래